year,player,affiliation,overall_pick,position,lane_agility,shuttle_run,sprint,standing_leap,max_leap,bench_press,body_fat,hand_length,hand_width,height_no_shoes,height_shoes,reach,weight,wingspan,assists,blocks,box_plus_minus,conference,defensive_rebounds,field_goal_attempts,field_goals,free_throw_attempt,free_throws,minutes_played,offensive_rebounds,personal_fouls,points,steals,three_point_attempts,three_pointers,total_rebounds,turnovers,two_point_attempts,two_pointers,player_id,classification
2008,Patrick Ewing,Georgetown,43,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,62,23,,big-east,94.0,140,74,73,48,738.0,49.0,83.0,209,33,46,13,143,54.0,94,61,pat-ewing-1,Exclude
2016,Patrick McCaw,Nevada-Las Vegas,38,G,11.01,2.97,3.3,30.0,38.0,8.78,4.7,8.75,8.75,77.25,78.75,100.5,180.8,82.0,128,13,8.4,mwc,131.0,361,168,106,82,1113.0,38.0,73.0,486,81,186,68,169,68.0,175,100,patrick-mccaw-1,Exclude
2006,Patrick O'Bryant,Bradley,9,C,12.68,3.1,3.63,26.5,30.0,13.0,10.0,9.12,9.86,83.0,84.0,113.0,249.0,89.75,21,72,,mvc,134.0,241,133,102,69,642.0,73.0,74.0,335,22,0,0,207,52.0,241,133,patrick-obryant-1,Exclude
2010,Patrick Patterson,Kentucky,14,F,11.14,3.1,3.25,28.5,33.5,17.0,5.3,9.25,10.25,80.0,81.25,107.0,239.6,85.25,36,51,,sec,167.0,374,215,130,90,1255.0,116.0,61.0,544,27,69,24,283,41.0,305,191,patrick-patterson-1,Role Player
2009,Patty Mills,St. Mary's (CA),55,G,10.87,3.04,3.1,27.5,33.0,8.0,6.9,8.46,9.1,71.25,72.5,95.0,175.4,74.0,101,6,,wcc,50.0,405,163,99,85,867.0,12.0,43.0,478,57,198,67,62,75.0,207,96,patrick-mills-1,Starter
2006,Paul Davis,Michigan State,34,C,11.96,3.1,3.42,27.58,31.48,10.79,8.73,9.12,9.86,82.59,83.73,110.57,247.02,87.72,54,29,,big-ten,214.0,364,206,184,160,1018.0,87.0,103.0,578,34,19,6,301,81.0,345,200,paul-davis-1,Exclude
2010,Paul George,Fresno State,10,F,11.46,3.1,3.3,29.41,34.23,4.0,5.0,8.5,9.0,79.75,80.75,107.0,214.4,83.25,88,24,,wac,155.0,363,154,132,120,962.0,55.0,84.0,487,64,167,59,210,94.0,196,95,paul-george-1,All-Star
2006,Paul Millsap,Louisiana Tech,47,F,11.67,3.1,3.3,28.5,32.5,15.0,9.7,8.95,9.59,78.25,79.25,105.5,258.0,85.5,36,76,,wac,241.0,452,258,204,127,1126.0,197.0,101.0,648,62,14,5,438,83.0,438,253,paul-millsap-1,Starter
2013,Peyton Siva,Louisville,56,G,10.59,2.93,3.16,33.5,41.5,15.0,6.05,8.0,9.75,71.5,73.0,93.0,180.6,75.0,228,6,7.7,big-east,82.0,344,139,98,85,1247.0,12.0,103.0,401,90,132,38,94,106.0,212,101,peyton-siva-1,Exclude
2013,Pierre Jackson,Baylor,42,G,11.11,3.04,3.22,30.1,36.1,8.78,4.5,7.5,8.25,69.5,70.5,90.0,176.0,70.0,255,0,10.6,big-12,111.0,506,216,240,192,1252.0,24.0,80.0,712,54,245,88,135,122.0,261,128,pierre-jackson-1,Exclude
2000,Quentin Richardson,DePaul,18,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,72,9,,cusa,,468,202,119,84,1150.0,,75.0,561,35,190,73,325,77.0,278,129,quentin-richardson-1,Starter
2012,Quincy Acy,Baylor,37,F,10.48,3.1,3.28,32.0,37.0,13.0,7.1,9.5,11.0,78.5,79.75,106.5,223.8,86.75,38,70,9.5,big-12,183.0,274,158,174,136,1130.0,99.0,117.0,455,35,5,3,282,71.0,269,155,quincy-acy-1,Role Player
2006,Quincy Douby,Rutgers,19,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,103,27,,big-east,114.0,621,287,176,149,1211.0,27.0,61.0,839,58,289,116,141,92.0,332,171,quincy-douby-1,Exclude
2012,Quincy Miller,Baylor,38,F,11.05,3.1,3.48,30.5,36.0,8.0,7.8,9.25,10.25,80.75,82.0,105.0,218.7,85.25,53,24,4.8,big-12,128.0,309,138,114,93,903.0,54.0,69.0,393,25,69,24,182,66.0,240,114,quincy-miller-1,Exclude
2010,Quincy Pondexter,Washington,26,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,63,21,,pac-10,158.0,464,245,226,187,1162.0,107.0,90.0,695,46,51,18,265,68.0,413,227,quincy-pondexter-1,Role Player
2006,Rajon Rondo,Kentucky,21,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,167,5,,sec,172.0,305,147,119,68,1054.0,37.0,70.0,380,69,66,18,209,79.0,239,129,rajon-rondo-1,All-Star
2015,Rakeem Christmas,Syracuse,36,F,11.6,3.3,3.47,29.0,32.0,9.0,9.6,9.25,9.0,80.25,81.75,110.5,242.6,89.25,47,78,9.6,acc,185.0,368,203,191,136,1064.0,97.0,105.0,542,29,1,0,282,78.0,367,203,rakeem-christmas-1,Exclude
2007,Ramon Sessions,Nevada-Reno,56,G,11.65,3.04,3.27,29.5,33.5,8.0,6.2,8.46,9.1,74.0,75.75,97.5,185.0,76.25,159,7,,wac,123.0,310,140,143,118,1028.0,38.0,41.0,417,29,50,19,161,85.0,260,121,ramon-sessions-1,Starter
2006,Randy Foye,Villanova,7,G,10.53,3.04,3.23,32.0,38.0,14.0,10.0,8.46,9.1,74.25,75.25,97.0,212.0,78.25,100,21,,big-east,136.0,550,226,172,136,1145.0,54.0,71.0,677,46,254,89,190,71.0,296,137,randy-foye-1,Role Player
2002,Randy Holcomb,San Diego State,56,F,12.85,3.1,3.22,29.5,35.5,15.0,7.79,8.95,9.59,79.0,80.81,105.0,225.0,85.0,57,32,,mwc,208.0,426,220,167,106,1067.0,88.0,83.0,558,24,40,12,296,116.0,386,208,randy-holcomb-1,Exclude
2005,Rashad McCants,North Carolina,14,G,10.39,3.04,3.11,32.5,34.5,15.0,6.39,8.46,9.1,74.75,76.0,103.5,201.0,82.75,88,22,,acc,72.0,374,183,126,91,856.0,27.0,80.0,528,43,168,71,99,63.0,206,112,rashad-mccants-1,Exclude
2015,Rashad Vaughn,Nevada-Las Vegas,17,G,11.4,3.1,3.21,28.0,34.0,5.0,6.2,8.0,8.5,75.75,77.0,101.0,198.6,79.0,36,8,1.3,mwc,97.0,328,144,98,68,742.0,14.0,54.0,410,18,141,54,111,50.0,187,90,rashad-vaughn-1,Exclude
2002,Rasual Butler,La Salle,52,F,11.54,3.1,3.29,31.5,37.5,10.0,7.79,8.95,9.59,78.75,80.81,105.5,198.0,84.0,44,43,,atlantic-10,208.0,537,233,172,147,1252.0,75.0,55.0,670,41,158,57,283,84.0,379,176,rasual-butler-1,Role Player
2013,Ray McCallum,Detroit Mercy,36,G,10.82,3.08,3.25,30.5,40.0,5.0,7.3,8.0,8.75,72.25,73.75,96.5,191.4,75.25,147,20,7.1,horizon,124.0,436,214,205,147,1208.0,43.0,66.0,617,64,130,42,167,68.0,306,172,ray-mccallum-2,Exclude
2018,Ray Spalding,Louisville,56,F,11.48,3.2,3.34,26.0,32.0,12.0,5.55,9.25,9.0,81.0,82.25,109.0,215.4,88.75,46,62,10.0,acc,199.0,337,183,114,73,995.0,113.0,107.0,444,54,19,5,312,61.0,318,178,raymond-spalding-1,Exclude
2005,Raymond Felton,North Carolina,5,G,10.5,3.04,3.06,29.0,33.5,6.0,6.39,8.46,9.1,71.5,72.25,98.0,199.4,76.25,249,11,,acc,132.0,330,150,134,94,1142.0,23.0,71.0,464,72,159,70,155,129.0,171,80,raymond-felton-1,Starter
2003,Reece Gaines,Louisville,15,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,159,4,,cusa,76.0,383,177,197,145,1030.0,18.0,82.0,574,55,192,75,94,95.0,191,102,reece-gaines-1,Exclude
2013,Reggie Bullock,North Carolina,25,G,11.33,3.3,3.31,31.0,36.5,11.0,6.95,8.5,9.0,77.75,79.0,102.0,199.8,80.75,101,10,12.0,acc,155.0,356,172,73,56,1100.0,71.0,50.0,488,44,202,88,226,43.0,154,84,reggie-bullock-2,Exclude
2011,Reggie Jackson,Boston College,24,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,152,18,9.1,acc,111.0,435,219,137,109,1161.0,35.0,58.0,618,36,169,71,146,81.0,266,148,reggie-jackson-1,Starter
2006,Renaldo Balkman,South Carolina,20,F,11.58,3.1,3.22,30.5,35.0,9.0,4.9,8.95,9.59,77.25,78.5,104.5,206.0,85.0,73,48,,sec,158.0,250,152,104,56,978.0,81.0,84.0,364,65,13,4,239,65.0,237,148,renaldo-balkman-1,Starter
2001,Richard Jefferson,Arizona,13,F,11.19,3.1,3.15,33.0,38.5,14.0,6.7,8.95,9.59,79.25,80.81,103.0,223.0,84.0,94,28,,pac-10,132.0,307,147,110,72,961.0,58.0,98.0,397,27,90,31,190,104.0,217,116,richard-jefferson-1,Starter
2015,Richaun Holmes,Bowling Green,37,F,11.24,3.31,3.32,32.5,36.0,15.0,8.8,8.5,8.5,80.25,81.5,108.0,242.8,85.5,26,83,9.3,mac,160.0,293,165,153,109,892.0,88.0,77.0,457,22,43,18,248,60.0,250,147,richaun-holmes-1,Starter
2012,Robbie Hummel,Purdue,58,F,11.56,3.1,3.41,27.5,30.0,13.0,9.4,8.5,9.5,79.25,80.5,102.0,218.0,80.5,66,42,8.1,big-ten,196.0,465,194,137,113,1128.0,55.0,73.0,573,23,188,72,251,32.0,277,122,robbie-hummel-1,Exclude
2002,Robert Archibald,Illinois,31,F,11.34,3.1,3.33,24.0,27.5,10.0,7.79,8.95,9.59,82.0,80.81,109.5,250.0,83.75,44,38,,big-ten,118.0,173,114,205,134,769.0,70.0,123.0,362,25,1,0,188,67.0,172,114,robert-archibald-1,Exclude
2012,Robert Sacre,Gonzaga,60,C,11.96,3.1,3.42,27.58,31.48,10.79,8.73,9.12,9.86,82.59,83.73,110.57,247.02,87.72,24,47,4.9,wcc,141.0,229,117,197,150,868.0,67.0,72.0,384,12,2,0,208,60.0,227,117,robert-sacre-1,Bust
2005,Robert Whaley,Walsh,51,F,12.11,3.1,3.25,28.5,33.5,15.0,7.79,8.95,9.59,80.0,81.0,108.0,269.4,86.0,14,8,,,31.0,138,48,47,31,286.0,23.0,47.0,127,6,1,0,54,24.0,137,48,robert-whaley-1,Exclude
2008,Robin Lopez,Stanford,15,C,11.96,3.1,3.42,27.58,31.48,10.79,8.73,9.12,9.86,82.59,83.73,110.57,247.02,87.72,22,83,,pac-10,111.0,262,140,132,86,883.0,93.0,94.0,367,18,1,1,204,63.0,261,139,robin-lopez-1,Role Player
2006,Rodney Carney,Memphis,16,G,10.57,3.04,3.06,32.0,38.5,10.0,5.3,8.46,9.1,76.5,77.75,103.5,204.0,82.0,47,25,,cusa,101.0,505,220,132,94,1027.0,57.0,84.0,636,49,261,102,158,54.0,244,118,rodney-carney-1,Role Player
2014,Rodney Hood,Duke,23,F,11.21,3.14,3.38,29.0,36.0,11.36,7.45,8.5,8.5,79.25,80.5,103.0,208.2,80.5,75,9,7.2,acc,109.0,412,191,135,109,1150.0,29.0,91.0,562,25,169,71,138,54.0,243,120,rodney-hood-1,Starter
2007,Rodney Stuckey,Eastern Washington,15,G,11.34,3.04,3.11,30.5,35.0,14.0,6.1,8.46,9.1,75.75,76.5,100.5,207.0,79.25,160,9,,big-sky,100.0,501,227,254,215,965.0,35.0,68.0,712,71,161,43,135,98.0,340,184,rodney-stuckey-1,Starter
2001,Rodney White,North Carolina-Charlotte,9,F,12.07,3.1,3.47,27.5,33.0,16.0,9.3,8.95,9.59,79.5,80.81,104.5,243.0,83.5,41,20,,cusa,132.0,386,188,160,114,865.0,50.0,73.0,523,34,95,33,182,82.0,291,155,rodney-white-1,Role Player
2015,Rondae Hollis-Jefferson,Arizona,23,F,10.41,3.19,3.12,32.0,38.0,13.0,5.0,8.75,9.75,77.5,79.0,104.0,210.8,86.0,59,32,11.2,pac-12,183.0,275,138,205,145,1090.0,77.0,94.0,427,44,29,6,260,59.0,246,132,rondae-hollis-jefferson-1,Role Player
2006,Ronnie Brewer,Arkansas,14,G,11.32,3.04,3.14,35.0,41.0,19.0,5.0,8.46,9.1,77.75,78.75,103.5,223.0,83.25,104,15,,sec,115.0,447,197,192,144,1112.0,39.0,46.0,589,83,151,51,154,70.0,296,146,ronnie-brewer-1,Starter
2005,Ronny Turiaf,Gonzaga,37,F,11.5,3.1,3.23,30.5,33.0,15.0,7.79,8.95,9.59,80.0,81.25,106.5,237.8,85.5,48,59,,wcc,221.0,309,157,259,177,967.0,74.0,83.0,493,12,7,2,295,70.0,302,155,ronny-turiaf-1,Starter
2008,Roy Hibbert,Georgetown,17,C,11.96,3.1,3.42,27.58,31.48,10.79,8.73,9.12,9.86,82.59,83.73,110.57,247.02,87.72,63,75,,big-east,141.0,294,179,144,93,894.0,75.0,92.0,454,18,3,3,216,57.0,291,176,roy-hibbert-1,Starter
2004,Royal Ivey,Brigham Young,37,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,141,8,,big-12,91.0,248,111,123,77,979.0,42.0,83.0,311,41,31,12,133,51.0,217,99,royal-ivey-1,Bust
2012,Royce White,Iowa State,16,F,11.46,3.1,3.3,29.41,34.23,11.36,10.6,9.5,11.5,79.0,80.0,104.5,260.6,84.0,170,32,8.9,big-12,231.0,328,175,205,102,1072.0,85.0,89.0,456,40,12,4,316,130.0,316,171,royce-white-1,Exclude
2001,Ruben Boumtje-Boumtje,Georgetown,49,C,11.84,3.1,3.33,26.5,31.0,6.0,6.0,9.12,9.86,83.5,83.73,111.0,245.0,88.0,30,78,,big-east,138.0,203,105,124,89,713.0,87.0,84.0,299,22,0,0,225,73.0,203,105,ruben-boumtje-boumtje-1,Exclude
2006,Rudy Gay,Connecticut,8,F,11.03,3.1,3.32,33.0,40.5,9.0,5.7,8.95,9.59,79.0,80.0,107.5,222.0,87.0,68,52,,big-east,144.0,406,187,138,101,1015.0,66.0,75.0,503,58,88,28,210,82.0,318,159,rudy-gay-1,Starter
2014,Russ Smith,Louisville,47,G,11.57,3.01,3.27,29.5,34.0,8.78,3.5,8.25,8.5,71.5,72.75,95.0,160.0,75.5,172,4,11.1,aac,93.0,481,225,217,153,1084.0,29.0,92.0,673,74,181,70,122,105.0,300,155,russ-smith-1,Exclude
2008,Russell Westbrook,California-Los Angeles,4,G,10.98,3.04,3.08,30.0,36.5,12.0,4.8,8.46,9.1,74.25,75.5,100.0,192.0,79.75,167,7,,pac-10,92.0,391,182,150,107,1318.0,61.0,93.0,497,63,77,26,153,96.0,314,156,russell-westbrook-1,All-Star
2008,Ryan Anderson,California,21,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,47,18,,pac-10,228.0,469,230,199,173,1082.0,100.0,71.0,697,12,156,64,328,74.0,313,166,ryan-anderson-1,All-Star
2005,Ryan Gomes,Providence,50,F,12.49,3.1,3.24,26.5,30.5,9.0,7.79,8.95,9.59,78.5,79.75,106.5,248.0,86.0,100,5,,big-east,169.0,498,247,161,124,1161.0,86.0,50.0,670,47,137,52,255,76.0,361,195,ryan-gomes-1,Role Player
2006,Ryan Hollins,California-Los Angeles,50,C,11.96,3.1,3.42,27.58,31.48,10.79,8.73,9.12,9.86,82.59,83.73,110.57,247.02,87.72,10,29,,pac-10,92.0,134,83,108,65,710.0,65.0,84.0,231,7,0,0,157,38.0,134,83,ryan-hollins-1,Bust
2002,Ryan Humphrey,Notre Dame,19,F,11.75,3.1,3.2,31.5,37.5,13.0,7.79,8.95,9.59,78.0,80.81,104.5,223.0,84.0,80,87,,big-east,222.0,472,231,204,122,1103.0,115.0,83.0,587,33,6,3,337,77.0,466,228,ryan-humphrey-1,Exclude
2013,Ryan Kelly,Duke,48,F,11.46,3.1,3.3,29.41,34.23,11.36,14.75,9.0,10.0,81.75,83.75,110.0,228.0,83.5,38,37,11.3,acc,85.0,212,96,85,69,664.0,37.0,55.0,296,16,83,35,122,23.0,129,61,ryan-kelly-3,Exclude
2010,Ryan Reid,Florida State,57,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,35,16,,acc,65.0,167,82,77,46,704.0,58.0,46.0,210,18,0,0,123,51.0,167,82,ryan-reid-1,Exclude
2005,Salim Stoudamire,Arizona,31,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,78,4,,pac-10,74.0,417,210,134,122,1126.0,9.0,66.0,662,30,238,120,83,85.0,179,90,salim-stoudamire-1,Exclude
2015,Sam Dekker,Wisconsin,18,F,10.64,2.96,3.28,25.5,34.5,5.0,7.5,8.5,9.25,79.75,81.0,106.0,218.6,83.5,49,18,10.0,big-ten,143.0,406,213,113,80,1239.0,77.0,42.0,556,21,151,50,220,36.0,255,163,sam-dekker-1,Role Player
2009,Sam Young,Pittsburgh,36,F,11.47,3.1,3.45,27.5,33.0,11.36,4.9,8.95,9.59,77.25,78.75,105.5,222.8,82.75,40,30,,big-east,156.0,520,261,154,114,1146.0,69.0,60.0,690,35,145,54,225,88.0,375,207,sam-young-1,Role Player
2001,Samuel Dalembert,Seton Hall,26,C,11.96,3.1,3.42,27.58,31.48,10.79,8.73,9.12,9.86,82.59,83.73,110.57,247.02,87.72,9,60,,big-east,116.0,177,100,72,40,622.0,50.0,95.0,240,14,0,0,166,55.0,177,100,samuel-dalembert-1,Role Player
2008,Sasha Kaun,Kansas,56,C,12.06,3.1,3.2,29.0,32.0,13.0,9.6,9.12,9.86,81.0,82.75,110.0,247.0,88.0,12,49,,big-12,90.0,176,109,122,66,707.0,64.0,97.0,284,17,0,0,154,32.0,176,109,sasha-kaun-1,Exclude
2001,Sean Lampley,California,44,F,11.06,3.1,3.12,36.0,40.0,12.0,8.0,8.95,9.59,77.5,80.81,101.0,213.0,81.25,102,14,,pac-10,178.0,416,209,244,180,1073.0,46.0,79.0,605,29,33,7,224,112.0,383,202,sean-lampley-1,Exclude
2005,Sean May,North Carolina,13,F,11.04,3.1,3.29,30.0,33.0,12.0,7.79,8.95,9.59,79.0,80.5,105.0,258.8,85.25,62,38,,acc,255.0,402,228,252,191,992.0,142.0,88.0,647,43,3,0,397,94.0,399,228,sean-may-1,Exclude
2008,Sean Singletary,Virginia,42,G,11.11,3.04,3.22,26.0,36.1,18.0,4.2,8.46,9.1,71.0,72.0,95.0,183.8,76.5,202,1,,acc,101.0,476,203,222,189,1122.0,26.0,88.0,653,60,158,58,127,128.0,318,145,sean-singletary-1,Exclude
2007,Sean Williams,Boston College,17,C,11.96,3.1,3.42,27.58,31.48,10.79,8.73,9.12,9.86,82.59,83.73,110.57,247.02,87.72,18,75,,acc,68.0,115,63,80,56,483.0,36.0,48.0,182,21,0,0,104,35.0,115,63,sean-williams-1,Exclude
2014,Semaj Christon,Xavier,55,G,11.55,3.21,3.32,30.5,36.5,8.78,5.25,8.5,8.25,73.5,75.25,99.0,186.0,78.5,142,8,4.9,big-east,76.0,420,201,235,157,1200.0,15.0,72.0,578,45,49,19,91,89.0,371,182,semaj-christon-1,Exclude
2017,Semi Ojeleye,Southern Methodist,37,F,10.58,3.07,3.16,35.0,40.5,19.0,5.5,8.75,9.5,77.25,78.75,102.0,241.4,81.75,53,14,8.1,aac,160.0,431,210,219,172,1195.0,80.0,62.0,665,15,172,73,240,50.0,259,137,semi-ojeleye-1,Exclude
2013,Shabazz Muhammad,California-Los Angeles,14,F,10.99,2.93,3.32,29.5,37.0,10.0,9.0,9.0,10.0,76.75,78.25,104.5,221.8,83.0,27,4,2.7,pac-12,80.0,456,202,180,128,987.0,87.0,53.0,572,23,106,40,167,51.0,350,162,shabazz-muhammad-1,Role Player
2014,Shabazz Napier,Connecticut,24,G,11.6,3.13,3.2,30.5,37.5,8.78,7.35,8.25,8.5,71.0,73.0,93.0,175.2,75.25,195,13,12.3,aac,196.0,496,213,238,207,1404.0,38.0,84.0,720,73,215,87,234,114.0,281,126,shabazz-napier-1,Starter
2018,Shai Gilgeous-Alexander,Kentucky,11,G,11.11,3.04,3.22,30.1,36.1,8.78,3.0,9.0,9.0,76.5,78.0,104.0,180.0,83.5,189,18,9.1,sec,120.0,377,183,175,143,1248.0,33.0,62.0,532,61,57,23,153,100.0,320,160,shai-gilgeous-alexander-1,Exclude
2018,Shake Milton,Southern Methodist,54,G,11.07,3.19,3.25,30.0,33.0,2.0,6.8,8.75,9.5,76.5,77.5,99.5,207.2,84.75,96,14,7.9,aac,89.0,274,123,111,94,800.0,14.0,38.0,396,31,129,56,103,50.0,145,67,malik-milton-1,Exclude
2001,Shane Battier,Duke,6,F,10.95,3.1,3.3,29.5,33.0,12.0,9.3,8.95,9.59,80.25,80.81,105.0,229.0,82.5,72,88,,acc,191.0,533,251,191,152,1363.0,94.0,80.0,778,82,296,124,285,60.0,237,127,shane-battier-1,Starter
2013,Shane Larkin,Miami (FL),18,G,10.64,3.03,3.08,34.5,44.0,12.0,3.8,7.5,8.75,70.25,71.5,89.5,170.8,70.75,164,4,10.6,acc,121.0,382,183,112,87,1311.0,17.0,59.0,522,71,170,69,138,82.0,212,114,shane-larkin-1,Role Player
2006,Shannon Brown,Michigan State,25,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,93,5,,big-ten,112.0,433,202,141,117,1196.0,38.0,78.0,585,50,164,64,150,85.0,269,138,shannon-brown-1,Exclude
2006,Shawne Williams,Memphis,17,F,10.69,3.1,3.3,32.0,31.0,11.36,8.0,8.95,9.59,79.25,80.75,104.0,227.0,87.0,67,49,,cusa,160.0,375,156,145,114,1002.0,62.0,105.0,474,50,154,48,222,81.0,221,108,shawne-williams-1,Role Player
2006,Shelden Williams,Duke,5,F,11.53,3.1,3.59,29.0,33.5,25.0,11.4,8.95,9.59,79.5,80.5,104.0,258.0,88.25,39,137,,acc,267.0,410,237,270,201,1198.0,117.0,114.0,677,60,6,2,384,89.0,404,235,shelden-williams-1,Exclude
2011,Shelvin Mack,Butler,34,G,11.23,3.04,3.18,32.0,39.0,17.0,7.1,8.25,9.25,73.0,74.5,96.5,209.0,79.5,131,3,6.3,horizon,143.0,493,201,156,120,1219.0,27.0,66.0,609,30,246,87,170,93.0,247,114,shelvin-mack-1,Exclude
2017,Sindarius Thornwell,South Carolina,48,G,11.48,3.03,3.36,27.0,30.5,15.0,7.8,8.75,8.75,75.5,76.75,103.0,211.6,82.0,86,30,16.2,sec,144.0,439,195,259,215,1051.0,77.0,71.0,663,66,148,58,221,76.0,291,137,sindarius-thornwell-1,Exclude
2010,Solomon Alabi,Florida State,50,C,13.2,3.1,3.68,22.5,26.0,10.0,5.0,9.25,9.25,83.5,84.75,113.0,237.4,89.0,16,75,,acc,119.0,249,133,136,108,820.0,79.0,75.0,374,20,0,0,198,61.0,249,133,solomon-alabi-1,Exclude
2013,Solomon Hill,Arizona,23,F,10.77,2.91,3.19,29.5,37.5,14.0,7.6,9.0,10.5,77.5,79.0,103.0,226.0,81.0,95,20,9.3,pac-12,126.0,345,158,124,95,1154.0,61.0,76.0,468,40,146,57,187,77.0,199,101,solomon-hill-1,Role Player
2006,Solomon Jones,South Florida,33,F,11.27,3.1,3.3,32.0,39.0,6.0,7.4,8.95,9.59,80.5,81.75,109.0,224.0,88.75,39,89,,big-east,192.0,287,139,135,105,1056.0,93.0,99.0,383,25,2,0,285,101.0,285,139,solomon-jones-1,Bust
2008,Sonny Weems,Arkansas,39,G,10.58,3.04,2.96,29.0,36.5,12.0,4.4,8.46,9.1,76.0,77.5,104.0,193.0,82.0,89,8,,sec,96.0,425,197,76,61,1067.0,56.0,74.0,509,45,146,54,152,96.0,279,143,sonny-weems-1,Bust
2000,Speedy Claxton,Hofstra,20,G,10.48,3.04,3.06,36.0,42.5,6.0,6.39,8.46,9.1,70.5,76.12,94.5,166.0,72.0,186,5,,america-east,,538,253,195,149,1089.0,,71.0,706,102,134,51,168,101.0,404,202,speedy-claxton-1,Starter
2014,Spencer Dinwiddie,Colorado,38,G,11.11,3.04,3.22,30.1,36.1,8.78,5.35,8.25,9.0,76.5,78.0,103.0,204.9,80.25,64,4,10.5,pac-12,44.0,131,61,119,102,529.0,8.0,32.0,250,26,63,26,52,30.0,68,35,spencer-dinwiddie-1,Starter
2007,Spencer Hawes,Washington,10,F,11.88,3.1,3.51,26.0,29.0,9.0,13.0,8.95,9.59,82.0,84.75,110.0,244.0,84.5,60,54,,pac-10,136.0,363,193,98,74,896.0,61.0,70.0,461,16,3,1,197,78.0,360,192,spencer-hawes-1,Role Player
2015,Stanley Johnson,Arizona,8,F,11.46,3.1,3.3,29.41,34.23,11.36,7.5,9.0,9.0,77.0,78.5,102.0,241.8,83.5,63,15,10.2,pac-12,172.0,390,174,178,132,1081.0,75.0,100.0,523,57,116,43,247,82.0,274,131,stanley-johnson-1,Role Player
2009,Stephen Curry,Davidson,7,G,11.07,3.04,3.28,29.5,35.5,10.0,5.7,8.46,9.1,74.0,75.25,97.0,181.0,75.5,189,8,,southern,130.0,687,312,251,220,1145.0,21.0,81.0,974,86,336,130,151,126.0,351,182,stephen-curry-1,All-Star
2016,Stephen Zimmerman,Nevada-Las Vegas,41,C,12.08,3.16,3.43,26.0,31.0,10.79,11.15,9.0,9.0,82.25,83.75,108.5,234.0,87.25,22,51,0.8,mwc,171.0,214,102,101,63,680.0,56.0,79.0,272,14,17,5,227,54.0,197,97,stephen-zimmermanjr-1,Exclude
2017,Sterling Brown,Southern Methodist,46,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,105,19,9.6,aac,172.0,351,161,110,87,1143.0,55.0,91.0,470,50,136,61,227,69.0,215,100,sterling-brown-2,Exclude
2003,Steve Blake,Maryland,38,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,221,5,,acc,92.0,275,114,83,68,1009.0,22.0,54.0,360,50,154,64,114,99.0,121,50,steve-blake-1,Role Player
2006,Steve Novak,Marquette,32,F,11.11,3.1,3.37,24.5,31.0,5.0,8.1,8.95,9.59,80.0,81.25,103.0,216.0,81.5,39,4,,big-east,149.0,363,173,76,74,1047.0,34.0,64.0,541,18,259,121,183,32.0,104,52,steve-novak-1,Starter
2013,Steven Adams,Pittsburgh,12,C,11.85,3.02,3.4,28.5,33.0,16.0,6.65,9.5,11.0,82.75,84.0,109.5,254.5,88.5,20,65,11.9,big-east,113.0,175,100,70,31,749.0,90.0,52.0,231,21,0,0,203,35.0,175,100,steven-adams-1,Starter
2001,Steven Hunter,DePaul,15,C,11.99,3.1,3.15,30.5,38.5,11.0,5.3,9.12,9.86,82.25,83.73,108.0,224.0,88.0,15,72,,cusa,103.0,233,138,125,67,808.0,66.0,70.0,343,5,0,0,169,44.0,233,138,steven-hunter-1,Role Player
2000,Stromile Swift,Louisiana State,2,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,32,95,,sec,,342,208,206,127,1013.0,,88.0,550,50,25,7,279,80.0,317,201,stromile-swift-1,Starter
