,assist_percentage,assists,box_plus_minus,block_percentage,blocks,conference,defensive_rebound_percentage,defensive_rebounds,effective_field_goal_percentage,field_goal_attempts,field_goals,free_throw_attempt_rate,free_throw_attempt,free_throw_percentage,free_throws,minutes_played,name,offensive_rebound_percentage,offensive_rebounds,personal_fouls,player_id,points,steal_percentage,steals,three_point_attempt_rate,three_point_attempts,three_point_percentage,three_pointers,total_rebound_percentage,total_rebounds,true_shooting_percentage,turnover_percentage,turnovers,two_point_attempts,two_point_percentage,two_pointers,usage_percentage
1174,,17,,,12,sec,,84.0,0.69,142,98,0.585,83,0.627,52,735.0,Chris Richard,,63.0,92.0,chris-richard-1,248,,13,0.0,0,,0,,147,0.683,20.6,47.0,142,0.69,98,
1175,,116,,,4,sec,,113.0,0.544,451,206,0.268,121,0.711,86,1068.0,Derrick Byars,,52.0,81.0,derrick-byars-1,577,,48,0.47,212,0.373,79,,165,0.567,13.6,80.0,239,0.531,127,
1176,5.2,28,,11.4,168,atlantic-10,,189.0,0.611,270,165,0.696,188,0.622,117,1010.0,Stephane Lasme,,126.0,111.0,stephane-lasme-1,447,,29,0.0,0,,0,17.2,315,0.622,18.0,79.0,270,0.611,165,20.2
1177,,104,,,114,wac,,244.0,0.502,325,153,0.557,181,0.586,106,1054.0,Dominic McGuire,,70.0,91.0,dominic-mcguire-1,432,,28,0.206,67,0.299,20,,314,0.526,22.5,119.0,258,0.516,133,
1178,,61,,,62,big-east,,221.0,0.565,361,204,0.46,166,0.548,91,1016.0,Aaron Gray,,120.0,91.0,aaron-gray-1,499,,15,0.0,0,,0,,341,0.567,11.1,55.0,361,0.565,204,
1179,21.2,131,,0.6,11,big-12,,96.0,0.55,447,202,0.324,145,0.793,115,1295.0,JamesOn Curry,,15.0,74.0,jameson-curry-1,607,,41,0.479,214,0.411,88,5.1,111,0.588,17.4,109.0,233,0.489,114,24.0
1180,,147,,,1,sec,,87.0,0.562,347,154,0.478,166,0.849,141,1328.0,Taurean Green,,9.0,60.0,taurean-green-1,531,,42,0.582,202,0.406,82,,96,0.623,20.1,107.0,145,0.497,72,
1181,9.7,54,,1.9,37,big-east,,140.0,0.547,503,225,0.264,133,0.85,113,1217.0,Demetris Nichols,,50.0,73.0,demetris-nichols-1,663,,49,0.477,240,0.417,100,7.9,190,0.586,12.0,77.0,263,0.475,125,25.0
1182,27.9,159,,0.5,7,wac,,123.0,0.482,310,140,0.461,143,0.825,118,1028.0,Ramon Sessions,,38.0,41.0,ramon-sessions-1,417,,29,0.161,50,0.38,19,9.0,161,0.552,18.4,85.0,260,0.465,121,22.8
1183,20.3,119,,0.8,14,acc,,106.0,0.522,386,184,0.386,149,0.685,102,1083.0,D.J. Strawberry,,45.0,87.0,dj-strawberry-1,505,,69,0.264,102,0.343,35,7.4,151,0.553,13.9,74.0,284,0.525,149,22.7
1184,30.4,189,,0.9,15,cusa,,127.0,0.517,436,208,0.47,205,0.712,146,1168.0,Derrick Rose,,54.0,68.0,derrick-rose-1,597,,48,0.239,104,0.337,35,8.3,181,0.56,16.7,107.0,332,0.521,173,26.0
1185,9.3,38,,3.7,54,big-12,,277.0,0.563,577,307,0.484,279,0.774,216,1041.0,Michael Beasley,,131.0,85.0,michael-beasley-1,866,,42,0.165,95,0.379,36,21.3,408,0.61,11.8,95.0,482,0.562,271,35.0
1186,21.4,109,,0.7,13,pac-10,,115.0,0.524,536,237,0.284,152,0.803,122,1216.0,O.J. Mayo,,35.0,80.0,oj-mayo-1,684,,51,0.401,215,0.409,88,7.4,150,0.562,16.1,117.0,321,0.464,149,31.8
1187,24.4,167,,0.4,7,pac-10,,92.0,0.499,391,182,0.384,150,0.713,107,1318.0,Russell Westbrook,,61.0,93.0,russell-westbrook-1,497,,63,0.197,77,0.338,26,7.1,153,0.538,17.2,96.0,314,0.497,156,21.8
1188,14.1,75,,3.6,56,pac-10,,273.0,0.595,406,227,0.635,258,0.767,198,1156.0,Kevin Love,,142.0,73.0,kevin-love-1,681,,27,0.202,82,0.354,29,22.1,415,0.644,12.9,78.0,324,0.611,198,27.0
1189,15.2,78,,1.3,20,big-ten,,81.0,0.515,425,184,0.652,277,0.834,231,1110.0,Eric Gordon,,23.0,69.0,eric-gordon-1,669,,42,0.489,208,0.337,70,5.5,104,0.601,17.1,115.0,217,0.525,114,30.8
1190,16.7,88,,3.7,54,big-east,,163.0,0.474,474,219,0.409,194,0.814,158,1137.0,Joe Alexander,,68.0,103.0,joe-alexander-1,607,,26,0.086,41,0.268,11,11.8,231,0.536,12.4,80.0,433,0.48,208,28.9
1191,,219,,,0,big-12,,92.0,0.506,551,242,0.401,221,0.783,173,1417.0,D.J. Augustin,,20.0,61.0,dj-augustin-1,731,,47,0.352,194,0.381,74,,112,0.557,13.8,105.0,357,0.471,168,
1192,11.3,37,,4.9,56,pac-10,,144.0,0.468,393,184,0.494,194,0.789,153,831.0,Brook Lopez,,77.0,66.0,brook-lopez-1,521,,16,0.015,6,0.0,0,15.3,221,0.537,10.7,58.0,387,0.475,184,33.7
1193,25.0,121,,0.2,3,pac-10,,69.0,0.536,378,173,0.59,223,0.839,187,1072.0,Jerryd Bayless,,13.0,66.0,jerryd-bayless-1,592,,29,0.384,145,0.407,59,4.9,82,0.612,15.5,89.0,233,0.489,114,29.2
1194,17.3,93,,5.3,91,maac,,298.0,0.571,491,275,0.466,229,0.581,133,1177.0,Jason Thompson,,114.0,100.0,jason-thompson-1,694,,36,0.069,34,0.324,11,19.7,412,0.579,14.2,99.0,457,0.578,264,29.0
1195,,81,,,32,big-12,,138.0,0.531,414,180,0.208,86,0.779,67,1127.0,Brandon Rush,,57.0,60.0,brandon-rush-1,507,,32,0.461,191,0.419,80,,195,0.557,13.2,69.0,223,0.448,100,
1196,8.5,38,,4.6,70,sec,,177.0,0.467,394,183,0.421,166,0.693,115,1016.0,Anthony Randolph,,86.0,85.0,anthony-randolph-1,483,,35,0.048,19,0.105,2,14.2,263,0.511,16.3,92.0,375,0.483,181,28.0
1197,5.4,22,,6.8,83,pac-10,,111.0,0.536,262,140,0.504,132,0.652,86,883.0,Robin Lopez,,93.0,94.0,robin-lopez-1,367,,18,0.004,1,1.0,1,13.3,204,0.565,16.2,63.0,261,0.533,139,22.7
1198,,34,,,49,sec,,197.0,0.624,346,216,0.376,130,0.692,90,874.0,Marreese Speights,,93.0,82.0,marreese-speights-1,522,,15,0.0,0,,0,,290,0.64,13.2,62.0,346,0.624,216,
1199,16.6,63,,6.3,75,big-east,,141.0,0.614,294,179,0.49,144,0.646,93,894.0,Roy Hibbert,,75.0,92.0,roy-hibbert-1,454,,18,0.01,3,1.0,3,14.5,216,0.626,13.6,57.0,291,0.605,176,25.9
1200,4.7,20,,6.7,92,wac,,159.0,0.549,357,189,0.395,141,0.525,74,902.0,JaVale McGee,,83.0,82.0,javale-mcgee-1,466,,26,0.118,42,0.333,14,15.1,242,0.55,15.9,80.0,315,0.556,175,27.7
1201,9.2,31,,3.5,47,acc,,182.0,0.591,276,163,0.707,195,0.677,132,890.0,J.J. Hickson,,80.0,60.0,jj-hickson-1,458,,22,0.004,1,0.0,0,17.4,262,0.621,18.4,83.0,275,0.593,163,26.8
1202,9.7,47,,1.1,18,pac-10,,228.0,0.559,469,230,0.424,199,0.869,173,1082.0,Ryan Anderson,,100.0,71.0,ryan-anderson-1,697,,12,0.333,156,0.41,64,17.9,328,0.618,11.6,74.0,313,0.53,166,29.4
1203,,75,,,28,sun-belt,,127.0,0.541,543,259,0.331,180,0.822,148,1079.0,Courtney Lee,,48.0,87.0,courtney-lee-1,735,,65,0.32,174,0.397,69,,175,0.585,11.8,84.0,369,0.515,190,
1204,,19,,,67,big-ten,,149.0,0.533,437,222,0.229,100,0.68,68,1003.0,Kosta Koufos,,98.0,81.0,kosta-koufos-1,534,,16,0.144,63,0.349,22,,247,0.551,10.2,55.0,374,0.535,200,
1205,24.2,137,,0.8,13,summit,,167.0,0.605,404,220,0.606,245,0.812,199,1179.0,George Hill,,49.0,89.0,george-hill-1,688,,57,0.27,109,0.45,49,12.1,216,0.661,15.3,94.0,295,0.58,171,28.1
1206,,33,,,53,big-12,,158.0,0.546,394,214,0.289,114,0.702,80,989.0,Darrell Arthur,,92.0,118.0,darrell-arthur-1,510,,20,0.03,12,0.167,2,,250,0.569,14.3,75.0,382,0.555,212,
1207,10.6,71,,2.9,57,big-east,,191.0,0.505,521,218,0.255,133,0.707,94,1253.0,Donte Greene,,60.0,101.0,donte-greene-1,620,,45,0.501,261,0.345,90,10.8,251,0.531,13.5,91.0,260,0.492,128,24.9
1208,5.2,25,,3.5,54,big-ten,,241.0,0.606,357,216,0.577,206,0.689,142,1105.0,D.J. White,,100.0,83.0,dj-white-1,575,,26,0.008,3,0.333,1,18.0,341,0.632,12.2,63.0,354,0.607,215,23.8
