year,player,affiliation,overall_pick,position,lane_agility,shuttle_run,sprint,standing_leap,max_leap,bench_press,body_fat,hand_length,hand_width,height_no_shoes,height_shoes,reach,weight,wingspan,assist_percentage,assists,block_percentage,blocks,box_plus_minus,conference,defensive_rebound_percentage,defensive_rebounds,effective_field_goal_percentage,field_goal_attempts,field_goals,free_throw_attempt_rate,free_throw_attempt,free_throw_percentage,free_throws,minutes_played,offensive_rebound_percentage,offensive_rebounds,personal_fouls,points,steal_percentage,steals,three_point_attempt_rate,three_point_attempts,three_point_percentage,three_pointers,total_rebound_percentage,total_rebounds,true_shooting_percentage,turnover_percentage,turnovers,two_point_attempts,two_point_percentage,two_pointers,usage_percentage,player_id,classification
2011,Shelvin Mack,Butler,34,G,11.23,3.04,3.18,32.0,39.0,17.0,7.1,8.25,9.25,73.0,74.5,96.5,209.0,79.5,25.4,357,0.3,9,6.3,,13.7,366.0,0.507,1228,515,0.303,372,0.755,281,3374.0,2.4,88.0,206.0,1527,2.1,118,0.493,605,0.35700000000000004,216,8.3,454,0.544,14.5,239.0,623,0.48,299,26.3,shelvin-mack-1,Exclude
2011,Shelvin Mack,Butler,34,G,11.23,3.04,3.18,32.0,39.0,17.0,7.1,8.25,9.25,73.0,74.5,96.5,209.0,79.5,24.9,131,0.3,3,6.3,horizon,14.4,143.0,0.496,493,201,0.316,156,0.769,120,1219.0,2.6,27.0,66.0,609,1.5,30,0.499,246,0.354,87,8.4,170,0.537,14.1,93.0,247,0.462,114,28.6,shelvin-mack-1,Exclude
2017,Sindarius Thornwell,South Carolina,48,G,11.48,3.03,3.36,27.0,30.5,15.0,7.8,8.75,8.75,75.5,76.75,103.0,211.6,82.0,20.4,390,2.2,78,7.8,,13.0,471.0,0.451,1521,596,0.486,739,0.7709999999999999,570,4194.0,5.7,214.0,320.0,1941,2.8,199,0.34700000000000003,528,0.33899999999999997,179,9.3,685,0.518,15.0,331.0,993,0.42,417,25.8,sindarius-thornwell-1,Exclude
2017,Sindarius Thornwell,South Carolina,48,G,11.48,3.03,3.36,27.0,30.5,15.0,7.8,8.75,8.75,75.5,76.75,103.0,211.6,82.0,19.1,86,3.4,30,16.2,sec,16.3,144.0,0.51,439,195,0.59,259,0.83,215,1051.0,8.0,77.0,71.0,663,3.6,66,0.337,148,0.392,58,11.9,221,0.59,11.9,76.0,291,0.47100000000000003,137,29.5,sindarius-thornwell-1,Exclude
2010,Solomon Alabi,Florida State,50,C,13.2,3.1,3.68,22.5,26.0,10.0,5.0,9.25,9.25,83.5,84.75,113.0,237.4,89.0,3.8,28,9.0,159,,,15.7,253.0,0.534,506,270,0.435,220,0.745,164,1692.0,11.6,162.0,158.0,704,1.4,39,0.002,1,0.0,0,14.0,415,0.5770000000000001,17.3,128.0,505,0.535,270,21.9,solomon-alabi-1,Exclude
2010,Solomon Alabi,Florida State,50,C,13.2,3.1,3.68,22.5,26.0,10.0,5.0,9.25,9.25,83.5,84.75,113.0,237.4,89.0,4.4,16,10.4,75,,acc,15.7,119.0,0.534,249,133,0.546,136,0.794,108,820.0,11.6,79.0,75.0,374,1.4,20,0.0,0,,0,13.8,198,0.596,16.3,61.0,249,0.534,133,22.8,solomon-alabi-1,Exclude
2013,Solomon Hill,Arizona,23,F,10.77,2.91,3.19,29.5,37.5,14.0,7.6,9.0,10.5,77.5,79.0,103.0,226.0,81.0,15.8,304,1.3,49,8.4,,15.8,523.0,0.5379999999999999,1012,487,0.45299999999999996,458,0.745,341,4030.0,7.8,250.0,339.0,1430,1.9,127,0.303,307,0.375,115,11.8,773,0.5820000000000001,19.1,290.0,705,0.528,372,19.7,solomon-hill-1,Role Player
2013,Solomon Hill,Arizona,23,F,10.77,2.91,3.19,29.5,37.5,14.0,7.6,9.0,10.5,77.5,79.0,103.0,226.0,81.0,16.8,95,1.8,20,9.3,pac-12,13.9,126.0,0.541,345,158,0.359,124,0.7659999999999999,95,1154.0,6.6,61.0,76.0,468,2.1,40,0.423,146,0.39,57,10.2,187,0.579,16.0,77.0,199,0.508,101,21.4,solomon-hill-1,Role Player
2006,Solomon Jones,South Florida,33,F,11.27,3.1,3.3,32.0,39.0,6.0,7.4,8.95,9.59,80.5,81.75,109.0,224.0,88.75,7.9,61,6.2,153,,,,316.0,0.505,428,216,0.502,215,0.693,149,1838.0,,154.0,200.0,581,,38,0.005,2,0.0,0,15.3,470,0.5479999999999999,23.3,161.0,426,0.507,216,19.6,solomon-jones-1,Bust
2006,Solomon Jones,South Florida,33,F,11.27,3.1,3.3,32.0,39.0,6.0,7.4,8.95,9.59,80.5,81.75,109.0,224.0,88.75,9.5,39,6.4,89,,big-east,,192.0,0.484,287,139,0.47,135,0.778,105,1056.0,,93.0,99.0,383,,25,0.006999999999999999,2,0.0,0,16.5,285,0.545,22.3,101.0,285,0.488,139,22.5,solomon-jones-1,Bust
2008,Sonny Weems,Arkansas,39,G,10.58,3.04,2.96,29.0,36.5,12.0,4.4,8.46,9.1,76.0,77.5,104.0,193.0,82.0,15.7,162,0.8,23,,,,208.0,0.534,757,358,0.193,146,0.767,112,2153.0,,111.0,135.0,921,,90,0.336,254,0.366,93,8.7,319,0.557,18.1,183.0,503,0.527,265,23.2,sonny-weems-1,Bust
2008,Sonny Weems,Arkansas,39,G,10.58,3.04,2.96,29.0,36.5,12.0,4.4,8.46,9.1,76.0,77.5,104.0,193.0,82.0,17.3,89,0.5,8,,sec,,96.0,0.527,425,197,0.179,76,0.8029999999999999,61,1067.0,,56.0,74.0,509,,45,0.344,146,0.37,54,8.3,152,0.552,17.2,96.0,279,0.513,143,25.4,sonny-weems-1,Bust
2000,Speedy Claxton,Hofstra,20,G,10.48,3.04,3.06,36.0,42.5,6.0,6.39,8.46,9.1,70.5,76.12,94.5,166.0,72.0,,660,,33,,,,,0.49,1505,705,0.48,722,0.748,540,2975.0,,,186.0,2015,,288,0.134,202,0.322,65,,566,0.545,16.0,264.0,1303,0.491,640,,speedy-claxton-1,Starter
2000,Speedy Claxton,Hofstra,20,G,10.48,3.04,3.06,36.0,42.5,6.0,6.39,8.46,9.1,70.5,76.12,94.5,166.0,72.0,,186,,5,,america-east,,,0.518,538,253,0.36200000000000004,195,0.764,149,1089.0,,,71.0,706,,102,0.249,134,0.381,51,,168,0.56,13.8,101.0,404,0.5,202,,speedy-claxton-1,Starter
2014,Spencer Dinwiddie,Colorado,38,G,11.11,3.04,3.22,30.1,36.1,8.78,5.35,8.25,9.0,76.5,78.0,103.0,204.9,80.25,18.9,227,1.2,29,7.6,,11.3,246.0,0.504,690,290,0.733,506,0.83,420,2590.0,2.0,42.0,181.0,1115,2.3,97,0.43200000000000005,298,0.386,115,6.7,288,0.599,14.1,153.0,392,0.446,175,21.8,spencer-dinwiddie-1,Starter
2014,Spencer Dinwiddie,Colorado,38,G,11.11,3.04,3.22,30.1,36.1,8.78,5.35,8.25,9.0,76.5,78.0,103.0,204.9,80.25,26.3,64,0.8,4,10.5,pac-12,9.6,44.0,0.565,131,61,0.9079999999999999,119,0.857,102,529.0,1.8,8.0,32.0,250,2.9,26,0.48100000000000004,63,0.413,26,5.8,52,0.667,13.8,30.0,68,0.515,35,21.0,spencer-dinwiddie-1,Starter
2007,Spencer Hawes,Washington,10,F,11.88,3.1,3.51,26.0,29.0,9.0,13.0,8.95,9.59,82.0,84.75,110.0,244.0,84.5,14.0,60,4.3,54,,,,136.0,0.5329999999999999,363,193,0.27,98,0.755,74,896.0,,61.0,70.0,461,,16,0.008,3,0.33299999999999996,1,13.2,197,0.563,16.0,78.0,360,0.5329999999999999,192,25.8,spencer-hawes-1,Role Player
2007,Spencer Hawes,Washington,10,F,11.88,3.1,3.51,26.0,29.0,9.0,13.0,8.95,9.59,82.0,84.75,110.0,244.0,84.5,14.0,60,4.3,54,,pac-10,,136.0,0.5329999999999999,363,193,0.27,98,0.755,74,896.0,,61.0,70.0,461,,16,0.008,3,0.33299999999999996,1,13.2,197,0.563,16.0,78.0,360,0.5329999999999999,192,25.8,spencer-hawes-1,Role Player
2015,Stanley Johnson,Arizona,8,F,11.46,3.1,3.3,29.41,34.23,11.36,7.5,9.0,9.0,77.0,78.5,102.0,241.8,83.5,11.6,63,1.6,15,10.2,,19.1,172.0,0.501,390,174,0.456,178,0.742,132,1081.0,8.9,75.0,100.0,523,3.2,57,0.297,116,0.371,43,14.1,247,0.551,14.7,82.0,274,0.478,131,26.6,stanley-johnson-1,Role Player
2015,Stanley Johnson,Arizona,8,F,11.46,3.1,3.3,29.41,34.23,11.36,7.5,9.0,9.0,77.0,78.5,102.0,241.8,83.5,11.6,63,1.6,15,10.2,pac-12,19.1,172.0,0.501,390,174,0.456,178,0.742,132,1081.0,8.9,75.0,100.0,523,3.2,57,0.297,116,0.371,43,14.1,247,0.551,14.7,82.0,274,0.478,131,26.6,stanley-johnson-1,Role Player
2009,Stephen Curry,Davidson,7,G,11.07,3.04,3.28,29.5,35.5,10.0,5.7,8.46,9.1,74.0,75.25,97.0,181.0,75.5,40.2,388,0.6,28,,,,392.0,0.578,1866,871,0.293,547,0.8759999999999999,479,3387.0,,81.0,253.0,2635,,221,0.5379999999999999,1004,0.41200000000000003,414,6.9,473,0.62,12.9,314.0,862,0.53,457,38.3,stephen-curry-1,All-Star
2009,Stephen Curry,Davidson,7,G,11.07,3.04,3.28,29.5,35.5,10.0,5.7,8.46,9.1,74.0,75.25,97.0,181.0,75.5,40.2,189,0.6,8,,southern,,130.0,0.5489999999999999,687,312,0.365,251,0.8759999999999999,220,1145.0,,21.0,81.0,974,,86,0.489,336,0.387,130,6.9,151,0.604,13.5,126.0,351,0.519,182,38.3,stephen-curry-1,All-Star
2016,Stephen Zimmerman,Nevada-Las Vegas,41,C,12.08,3.16,3.43,26.0,31.0,10.79,11.15,9.0,9.0,82.25,83.75,108.5,234.0,87.25,6.4,22,7.5,51,0.8,,26.5,171.0,0.488,214,102,0.47200000000000003,101,0.624,63,680.0,8.8,56.0,79.0,272,1.1,14,0.079,17,0.294,5,17.7,227,0.519,17.1,54.0,197,0.49200000000000005,97,21.9,stephen-zimmermanjr-1,Exclude
2016,Stephen Zimmerman,Nevada-Las Vegas,41,C,12.08,3.16,3.43,26.0,31.0,10.79,11.15,9.0,9.0,82.25,83.75,108.5,234.0,87.25,6.4,22,7.5,51,0.8,mwc,26.5,171.0,0.488,214,102,0.47200000000000003,101,0.624,63,680.0,8.8,56.0,79.0,272,1.1,14,0.079,17,0.294,5,17.7,227,0.519,17.1,54.0,197,0.49200000000000005,97,21.9,stephen-zimmermanjr-1,Exclude
2017,Sterling Brown,Southern Methodist,46,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,15.6,294,1.9,51,8.3,,14.8,463.0,0.586,782,394,0.322,252,0.77,194,3492.0,6.9,190.0,304.0,1110,2.5,139,0.363,284,0.451,128,11.1,653,0.616,18.9,210.0,498,0.534,266,16.7,sterling-brown-2,Exclude
2017,Sterling Brown,Southern Methodist,46,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,17.9,105,2.2,19,9.6,aac,16.9,172.0,0.546,351,161,0.313,110,0.7909999999999999,87,1143.0,6.0,55.0,91.0,470,2.7,50,0.387,136,0.449,61,11.7,227,0.583,14.6,69.0,215,0.465,100,21.9,sterling-brown-2,Exclude
2003,Steve Blake,Maryland,38,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,36.5,972,0.6,38,,,,292.0,0.499,932,374,0.29100000000000004,271,0.7709999999999999,209,4313.0,,67.0,290.0,1139,,234,0.513,478,0.381,182,6.0,465,0.537,29.9,453.0,454,0.423,192,17.0,steve-blake-1,Role Player
2003,Steve Blake,Maryland,38,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,36.0,221,0.3,5,,acc,,92.0,0.531,275,114,0.302,83,0.8190000000000001,68,1009.0,,22.0,54.0,360,,50,0.56,154,0.41600000000000004,64,5.9,114,0.5720000000000001,23.9,99.0,121,0.413,50,19.1,steve-blake-1,Role Player
2006,Steve Novak,Marquette,32,F,11.11,3.1,3.37,24.5,31.0,5.0,8.1,8.95,9.59,80.0,81.25,103.0,216.0,81.5,8.0,123,0.2,9,,,,403.0,0.622,1064,485,0.245,261,0.9309999999999999,243,3401.0,,121.0,253.0,1567,,64,0.722,768,0.461,354,9.1,524,0.66,10.2,135.0,296,0.44299999999999995,131,20.2,steve-novak-1,Starter
2006,Steve Novak,Marquette,32,F,11.11,3.1,3.37,24.5,31.0,5.0,8.1,8.95,9.59,80.0,81.25,103.0,216.0,81.5,7.5,39,0.3,4,,big-east,,149.0,0.643,363,173,0.209,76,0.9740000000000001,74,1047.0,,34.0,64.0,541,,18,0.713,259,0.467,121,9.8,183,0.6779999999999999,7.4,32.0,104,0.5,52,20.2,steve-novak-1,Starter
2013,Steven Adams,Pittsburgh,12,C,11.85,3.02,3.4,28.5,33.0,16.0,6.65,9.5,11.0,82.75,84.0,109.5,254.5,88.5,5.4,20,11.2,65,11.9,,21.0,113.0,0.5710000000000001,175,100,0.4,70,0.44299999999999995,31,749.0,15.3,90.0,52.0,231,1.9,21,0.0,0,,0,18.0,203,0.555,14.4,35.0,175,0.5710000000000001,100,17.7,steven-adams-1,Starter
2013,Steven Adams,Pittsburgh,12,C,11.85,3.02,3.4,28.5,33.0,16.0,6.65,9.5,11.0,82.75,84.0,109.5,254.5,88.5,5.4,20,11.2,65,11.9,big-east,21.0,113.0,0.5710000000000001,175,100,0.4,70,0.44299999999999995,31,749.0,15.3,90.0,52.0,231,1.9,21,0.0,0,,0,18.0,203,0.555,14.4,35.0,175,0.5710000000000001,100,17.7,steven-adams-1,Starter
2001,Steven Hunter,DePaul,15,C,11.99,3.1,3.15,30.5,38.5,11.0,5.3,9.12,9.86,82.25,83.73,108.0,224.0,88.0,,24,,128,,,,103.0,0.586,430,252,0.465,200,0.6,120,1552.0,,66.0,141.0,624,,11,0.005,2,0.0,0,,297,0.594,16.1,101.0,428,0.589,252,,steven-hunter-1,Role Player
2001,Steven Hunter,DePaul,15,C,11.99,3.1,3.15,30.5,38.5,11.0,5.3,9.12,9.86,82.25,83.73,108.0,224.0,88.0,,15,,72,,cusa,,103.0,0.5920000000000001,233,138,0.536,125,0.536,67,808.0,,66.0,70.0,343,,5,0.0,0,,0,,169,0.5870000000000001,13.1,44.0,233,0.5920000000000001,138,,steven-hunter-1,Role Player
2000,Stromile Swift,Louisiana State,2,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,,37,,130,,,,,0.569,452,253,0.5660000000000001,256,0.613,157,1332.0,,,131.0,671,,65,0.073,33,0.242,8,,348,0.585,18.0,126.0,419,0.585,245,,stromile-swift-1,Starter
2000,Stromile Swift,Louisiana State,2,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,,37,,130,,,,,0.569,452,253,0.5660000000000001,256,0.613,157,1332.0,,,131.0,671,,65,0.073,33,0.242,8,,348,0.585,18.0,126.0,419,0.585,245,,stromile-swift-1,Starter
2000,Stromile Swift,Louisiana State,2,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,,32,,95,,sec,,,0.618,342,208,0.602,206,0.617,127,1013.0,,,88.0,550,,50,0.073,25,0.28,7,,279,0.625,15.4,80.0,317,0.634,201,,stromile-swift-1,Starter
2000,Stromile Swift,Louisiana State,2,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,,32,,95,,sec,,,0.618,342,208,0.602,206,0.617,127,1013.0,,,88.0,550,,50,0.073,25,0.28,7,,279,0.625,15.4,80.0,317,0.634,201,,stromile-swift-1,Starter
2000,Stromile Swift,Louisiana State,2,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,,32,,95,,sec,,,0.618,342,208,0.602,206,0.617,127,1013.0,,,88.0,550,,50,0.073,25,0.28,7,,279,0.625,15.4,80.0,317,0.634,201,,stromile-swift-1,Starter
2000,Stromile Swift,Louisiana State,2,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,,32,,95,,sec,,,0.618,342,208,0.602,206,0.617,127,1013.0,,,88.0,550,,50,0.073,25,0.28,7,,279,0.625,15.4,80.0,317,0.634,201,,stromile-swift-1,Starter
2003,T.J. Ford,Texas,8,G,11.45,3.04,3.2,32.5,39.5,0.0,6.7,8.46,9.1,71.0,76.12,93.5,162.0,71.5,44.6,527,0.3,9,,,,210.0,0.42200000000000004,695,282,0.478,332,0.8009999999999999,266,2178.0,,43.0,174.0,853,,138,0.145,101,0.228,23,6.4,253,0.5,21.8,238.0,594,0.436,259,21.7,tj-ford-1,Starter
2003,T.J. Ford,Texas,8,G,11.45,3.04,3.2,32.5,39.5,0.0,6.7,8.46,9.1,71.0,76.12,93.5,162.0,71.5,,254,,5,,big-12,,107.0,0.423,397,159,0.489,194,0.82,159,1110.0,,21.0,83.0,495,,66,0.171,68,0.265,18,,128,0.506,17.9,107.0,329,0.429,141,,tj-ford-1,Starter
2014,T.J. Warren,North Carolina State,14,F,11.1,3.04,3.26,27.0,35.5,11.36,7.95,8.75,9.0,79.0,80.25,104.0,220.2,82.25,7.4,68,1.7,36,8.4,,11.0,209.0,0.579,951,528,0.313,298,0.654,195,2182.0,10.3,187.0,174.0,1296,2.9,105,0.15,143,0.315,45,10.7,396,0.593,9.7,117.0,808,0.598,483,28.6,tj-warren-1,Role Player
2014,T.J. Warren,North Carolina State,14,F,11.1,3.04,3.26,27.0,35.5,11.36,7.95,8.75,9.0,79.0,80.25,104.0,220.2,82.25,8.6,40,1.8,21,8.8,acc,12.7,137.0,0.5479999999999999,652,342,0.34700000000000003,226,0.69,156,1238.0,10.8,113.0,97.0,871,3.1,63,0.17800000000000002,116,0.267,31,11.8,250,0.574,9.9,83.0,536,0.58,311,35.5,tj-warren-1,Role Player
2009,Taj Gibson,Southern California,26,F,11.56,3.1,3.41,25.5,30.0,12.0,6.6,8.95,9.59,80.5,81.75,109.0,214.4,88.0,8.4,142,5.5,253,,,,592.0,0.58,866,502,0.557,482,0.629,303,3435.0,,304.0,328.0,1307,,77,0.0,0,,0,14.8,896,0.597,19.2,260.0,866,0.58,502,19.2,taj-gibson-1,Role Player
2009,Taj Gibson,Southern California,26,F,11.56,3.1,3.41,25.5,30.0,12.0,6.6,8.95,9.59,80.5,81.75,109.0,214.4,88.0,,44,,100,,pac-10,,193.0,0.601,316,190,0.5760000000000001,182,0.659,120,1179.0,,123.0,103.0,500,,34,0.0,0,,0,,316,0.621,15.2,72.0,316,0.601,190,,taj-gibson-1,Role Player
2002,Tamar Slay,Marshall,53,F,10.94,3.1,3.09,32.5,38.0,11.0,7.79,8.95,9.59,78.75,80.81,104.0,203.0,83.5,14.3,249,1.0,53,,,,237.0,0.531,1414,626,0.273,386,0.7490000000000001,289,3279.0,,70.0,266.0,1792,,142,0.46,650,0.386,251,8.8,507,0.561,14.9,279.0,764,0.491,375,28.0,tamar-slay-1,Exclude
2002,Tamar Slay,Marshall,53,F,10.94,3.1,3.09,32.5,38.0,11.0,7.79,8.95,9.59,78.75,80.81,104.0,203.0,83.5,14.3,72,1.0,16,,mac,,123.0,0.5379999999999999,439,196,0.29600000000000004,130,0.731,95,1031.0,,38.0,81.0,567,,49,0.435,191,0.419,80,8.8,161,0.5660000000000001,15.1,89.0,248,0.46799999999999997,116,28.0,tamar-slay-1,Exclude
2007,Taurean Green,Florida,52,G,11.3,3.04,3.26,29.0,32.5,8.0,4.6,8.46,9.1,71.0,72.75,96.0,173.0,74.25,22.7,400,0.2,7,,,,213.0,0.518,791,317,0.522,413,0.857,354,3236.0,,29.0,174.0,1174,,124,0.604,478,0.389,186,4.5,242,0.595,22.2,282.0,313,0.419,131,19.6,taurean-green-1,Exclude
2007,Taurean Green,Florida,52,G,11.3,3.04,3.26,29.0,32.5,8.0,4.6,8.46,9.1,71.0,72.75,96.0,173.0,74.25,,147,,1,,sec,,87.0,0.562,347,154,0.478,166,0.8490000000000001,141,1328.0,,9.0,60.0,531,,42,0.5820000000000001,202,0.406,82,,96,0.623,20.1,107.0,145,0.49700000000000005,72,,taurean-green-1,Exclude
2016,Taurean Prince,Baylor,12,F,10.96,2.8,3.24,34.0,36.0,11.36,6.45,9.0,8.5,78.5,79.75,102.0,220.2,83.5,12.1,145,2.7,63,7.8,,15.5,345.0,0.524,1017,468,0.349,355,0.718,255,2604.0,9.1,202.0,271.0,1321,2.9,121,0.34,346,0.376,130,12.3,547,0.557,15.7,221.0,671,0.504,338,27.3,taurean-prince-1,Role Player
2016,Taurean Prince,Baylor,12,F,10.96,2.8,3.24,34.0,36.0,11.36,6.45,9.0,8.5,78.5,79.75,102.0,220.2,83.5,14.8,77,2.7,25,7.4,big-12,14.8,125.0,0.493,433,187,0.337,146,0.774,113,1040.0,9.2,81.0,86.0,540,2.4,43,0.33899999999999997,147,0.361,53,12.0,206,0.537,15.3,91.0,286,0.469,134,28.1,taurean-prince-1,Role Player
2009,Taylor Griffin,Oklahoma,48,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,8.8,133,2.6,98,,,,393.0,0.478,637,298,0.534,340,0.721,245,2883.0,,224.0,326.0,854,,116,0.09300000000000001,59,0.22,13,12.5,617,0.535,18.5,181.0,578,0.493,285,17.3,taylor-griffin-1,Exclude
2009,Taylor Griffin,Oklahoma,48,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,7.9,48,2.5,36,,big-12,,128.0,0.547,233,125,0.5579999999999999,130,0.7,91,1081.0,,82.0,100.0,346,,47,0.06,14,0.35700000000000004,5,10.8,210,0.5870000000000001,17.4,62.0,219,0.5479999999999999,120,16.2,taylor-griffin-1,Exclude
2002,Tayshaun Prince,Kentucky,23,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,,254,,142,,,,300.0,0.529,1419,648,0.261,370,0.743,275,4018.0,,123.0,195.0,1775,,110,0.43799999999999994,621,0.32899999999999996,204,,757,0.557,12.3,224.0,798,0.556,444,,tayshaun-prince-1,Starter
2002,Tayshaun Prince,Kentucky,23,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,,52,,43,,sec,,135.0,0.541,441,206,0.268,118,0.703,83,1067.0,,67.0,51.0,560,,34,0.433,191,0.34,65,,202,0.563,11.4,64.0,250,0.564,141,,tayshaun-prince-1,Starter
2001,Terence Morris,Maryland,33,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,,229,,256,,,,186.0,0.534,1300,644,0.33899999999999997,441,0.78,344,3095.0,,91.0,262.0,1733,,162,0.23,299,0.33799999999999997,101,,925,0.574,14.8,228.0,1001,0.542,543,,terence-morris-1,Exclude
2001,Terence Morris,Maryland,33,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,,68,,79,,acc,,186.0,0.467,366,158,0.33299999999999996,122,0.795,97,993.0,,91.0,94.0,439,,32,0.24600000000000002,90,0.289,26,,277,0.518,13.1,64.0,276,0.478,132,,terence-morris-1,Exclude
2012,Terrence Jones,Kentucky,18,F,11.57,3.1,3.4,29.5,34.5,12.0,7.7,9.0,10.0,80.25,81.5,107.0,252.0,86.25,9.5,111,5.9,140,8.9,,19.9,420.0,0.493,820,383,0.489,401,0.638,256,2311.0,9.8,188.0,182.0,1064,2.4,92,0.156,128,0.32799999999999996,42,15.1,608,0.526,11.9,137.0,692,0.493,341,25.4,terrence-jones-1,Starter
2012,Terrence Jones,Kentucky,18,F,11.57,3.1,3.4,29.5,34.5,12.0,7.7,9.0,10.0,80.25,81.5,107.0,252.0,86.25,8.7,51,5.8,68,10.4,sec,17.5,176.0,0.523,354,177,0.446,158,0.627,99,1115.0,10.7,96.0,91.0,469,2.7,49,0.138,49,0.327,16,14.3,272,0.547,12.6,62.0,305,0.528,161,22.4,terrence-jones-1,Starter
2012,Terrence Ross,Washington,8,G,11.78,3.04,3.28,31.0,37.5,2.0,3.2,8.75,10.25,78.0,79.0,100.5,196.6,79.25,9.4,82,2.6,45,6.8,,16.8,244.0,0.536,700,317,0.18100000000000002,127,0.764,97,1681.0,4.9,77.0,168.0,847,2.1,63,0.456,319,0.364,116,10.6,321,0.557,11.0,94.0,381,0.528,201,23.8,terrence-ross-1,Starter
2012,Terrence Ross,Washington,8,G,11.78,3.04,3.28,31.0,37.5,2.0,3.2,8.75,10.25,78.0,79.0,100.5,196.6,79.25,9.2,49,3.0,33,6.7,pac-12,19.2,177.0,0.534,470,215,0.2,94,0.7659999999999999,72,1088.0,4.7,48.0,99.0,574,2.3,44,0.413,194,0.371,72,11.6,225,0.5579999999999999,12.0,70.0,276,0.518,143,25.3,terrence-ross-1,Starter
2009,Terrence Williams,Louisville,11,G,11.15,3.04,3.18,30.5,37.0,9.0,5.1,8.46,9.1,77.0,78.25,103.5,213.2,81.0,21.4,546,1.3,90,,,,764.0,0.467,1444,577,0.254,367,0.589,216,4510.0,,206.0,265.0,1565,,210,0.42200000000000004,609,0.32,195,11.0,970,0.484,16.9,329.0,835,0.457,382,20.6,terrence-williams-1,Exclude
2009,Terrence Williams,Louisville,11,G,11.15,3.04,3.18,30.5,37.0,9.0,5.1,8.46,9.1,77.0,78.25,103.5,213.2,81.0,,185,,29,,big-east,,266.0,0.504,392,169,0.298,117,0.581,68,1266.0,,51.0,62.0,463,,86,0.37799999999999995,148,0.385,57,,317,0.517,16.1,86.0,244,0.45899999999999996,112,,terrence-williams-1,Exclude
2015,Terry Rozier,Louisville,16,G,10.84,2.84,3.15,33.0,38.0,7.0,5.6,8.25,8.5,72.5,74.25,98.5,190.2,80.25,18.6,175,0.4,8,8.0,,13.9,243.0,0.46299999999999997,753,307,0.303,228,0.772,176,1959.0,4.0,71.0,116.0,874,3.4,110,0.337,254,0.331,84,8.9,314,0.507,10.5,101.0,499,0.447,223,24.7,terry-rozier-1,Starter
2015,Terry Rozier,Louisville,16,G,10.84,2.84,3.15,33.0,38.0,7.0,5.6,8.25,8.5,72.5,74.25,98.5,190.2,80.25,19.7,108,0.5,6,8.4,acc,13.9,157.0,0.457,521,214,0.33799999999999997,176,0.79,139,1260.0,3.8,43.0,62.0,615,3.5,72,0.301,157,0.306,48,8.8,200,0.509,11.6,79.0,364,0.456,166,27.8,terry-rozier-1,Starter
2007,Thaddeus Young,Georgia Tech,12,F,11.06,3.1,3.19,34.5,37.0,13.0,4.9,8.95,9.59,77.75,79.5,106.0,210.0,83.5,,63,,12,,,,79.0,0.531,370,177,0.18899999999999997,70,0.743,52,917.0,,72.0,61.0,445,,39,0.251,93,0.419,39,,151,0.552,14.2,67.0,277,0.498,138,,thaddeus-young-1,Starter
2007,Thaddeus Young,Georgia Tech,12,F,11.06,3.1,3.19,34.5,37.0,13.0,4.9,8.95,9.59,77.75,79.5,106.0,210.0,83.5,,63,,12,,acc,,79.0,0.531,370,177,0.18899999999999997,70,0.743,52,917.0,,72.0,61.0,445,,39,0.251,93,0.419,39,,151,0.552,14.2,67.0,277,0.498,138,,thaddeus-young-1,Starter
